feat,importance
fftr_abs_max_roll_std_1000,6.615384615
Hann_window_mean_150,6.538461538
fftr_exp_Moving_std_3000_mean,6.538461538
percentile_1,6.461538462
ffti_percentile_10,6.384615385
fftr_fft_2_angle,6.384615385
std_roll_std_1000,6.384615385
fftr_iqr1,6.307692308
std_roll_std_50,6.307692308
fftr_av_change_abs_roll_mean_1000,6.230769231
ffti_fft_2_angle,6.076923077
fftr_ave_roll_std_10000,6.076923077
fftr_std_roll_std_10,6
Hann_window_mean_15000,5.923076923
kstat_4,5.923076923
ffti_abs_percentile_90,5.846153846
fftr_ave_roll_std_10,5.846153846
exp_Moving_average_3000_mean,5.769230769
ffti_classic_sta_lta4_mean,5.769230769
ffti_fft_3_angle,5.769230769
fftr_abs_percentile_90,5.769230769
ffti_fft_4_angle,5.692307692
min,5.692307692
ratio_unique_values,5.692307692
std_roll_std_500,5.692307692
ave10,5.615384615
ffti_percentile_95,5.615384615
fftr_max_roll_std_500,5.615384615
std_roll_mean_10,5.538461538
std_roll_std_100,5.461538462
ffti_fft_1_angle,5.384615385
fftr_abs_percentile_95,5.384615385
cid_ce_0,5.307692308
ffti_percentile_5,5.307692308
exp_Moving_std_300_std,5.230769231
ffti_ave_roll_std_10000,5.230769231
fftr_abs_max,5.230769231
fftr_range_p4000_pinf,5.230769231
ave_roll_mean_10,5.153846154
ffti_classic_sta_lta2_mean,5.153846154
fftr_abs_max_roll_std_500,5.153846154
percentile_20,5.153846154
ffti_kstat_4,5.076923077
fftr_abs_max_roll_std_100,5.076923077
fftr_range_minf_m4000,5.076923077
percentile_5,5.076923077
abs_percentile_80,5
ffti_percentile_90,5
fftr_std,5
moment_4,5
fftr_gmean,4.923076923
fftr_max_roll_std_50,4.923076923
ffti_gmean,4.846153846
fftr_max_roll_std_1000,4.846153846
abs_energy,4.769230769
ave_roll_mean_500,4.769230769
ffti_moment_4,4.615384615
fftr_mean,4.615384615
Hann_window_mean_50,4.538461538
fftr_std_first_1000,4.461538462
ave_roll_mean_50,4.153846154
ffti_abs_percentile_95,4.153846154
ave_roll_mean_100,4.076923077
exp_Moving_average_300_mean,4.076923077
ffti_abs_mean,4.076923077
abs_percentile_70,4
fftr_percentile_1,3.923076923
fftr_ave_roll_std_50,3.769230769
ave_roll_mean_1000,3.692307692
ffti_kstatvar_2,3.692307692
fftr_abs_trend,3.692307692
fftr_kstatvar_2,3.692307692
ffti_percentile_99,3.538461538
percentile_80,3.538461538
fftr_ave_roll_std_100,3.384615385
ffti_range_p4000_pinf,3.307692308
fftr_std_roll_std_50,3.307692308
ffti_ave_roll_std_50,3.230769231
fftr_exp_Moving_std_300_mean,3.230769231
ffti_range_minf_m4000,3.153846154
ffti_std_roll_std_10000,3.153846154
fftr_std_last_10000,3.153846154
ffti_ave_roll_std_1000,3.076923077
fftr_ave_roll_std_500,3.076923077
ffti_abs_percentile_99,3
ffti_abs_trend,3
fftr_max_roll_std_100,3
fftr_ave_roll_std_1000,2.923076923
fftr_percentile_99,2.923076923
fftr_std_roll_std_10000,2.923076923
fftr_max_first_1000,2.846153846
fftr_sum,2.846153846
abs_std,2.769230769
ffti_Hilbert_mean,2.769230769
ffti_ave_roll_std_100,2.769230769
ffti_std_first_10000,2.769230769
fftr_classic_sta_lta4_mean,2.769230769
iqr,2.769230769
cid_ce_1,2.692307692
ffti_exp_Moving_std_300_std,2.692307692
ffti_std_roll_std_50,2.692307692
fftr_classic_sta_lta2_mean,2.692307692
fftr_kstat_1,2.692307692
ffti_percentile_1,2.538461538
ffti_percentile_roll_std_95,2.538461538
fftr_kstat_4,2.538461538
fftr_max,2.538461538
fftr_abs_percentile_99,2.461538462
fftr_percentile_roll_std_99,2.461538462
ffti_std_last_10000,2.384615385
fftr_mad,2.384615385
percentile_75,2.384615385
ffti_exp_Moving_std_300_mean,2.307692308
fftr_classic_sta_lta7_mean,2.230769231
fftr_max_first_50000,2.230769231
ffti_mad,2.153846154
fftr_Hilbert_mean,2.153846154
fftr_kstat_3,2.076923077
fftr_max_first_10000,2.076923077
fftr_std_roll_std_500,2.076923077
ffti_exp_Moving_std_50000_std,2
ffti_std_roll_std_100,2
fftr_percentile_roll_std_95,2
ffti_abs_max_roll_std_10000,1.923076923
ffti_exp_Moving_std_30000_mean,1.923076923
ffti_std_roll_std_1000,1.923076923
ffti_std_roll_std_500,1.923076923
fftr_std_roll_std_100,1.923076923
ffti_exp_Moving_std_30000_std,1.846153846
ffti_exp_Moving_std_50000_mean,1.846153846
fftr_moment_3,1.846153846
fftr_moment_4,1.846153846
ffti_exp_Moving_std_3000_std,1.692307692
fftr_trend,1.692307692
percentile_10,1.692307692
abs_percentile_50,1.615384615
ffti_max_roll_std_10000,1.615384615
ffti_moment_2,1.615384615
ffti_count_below_mean,1.538461538
fftr_abs_mean,1.538461538
std,1.538461538
ffti_kstat_2,1.461538462
fftr_std_roll_std_1000,1.461538462
ffti_ave_roll_std_500,1.384615385
ffti_exp_Moving_std_3000_mean,1.384615385
ffti_percentile_roll_std_99,1.384615385
abs_percentile_60,1.307692308
ffti_abs_std,1.307692308
ffti_std_first_50000,1.307692308
kstat_2,1.307692308
fftr_std_last_50000,1.230769231
kstat_1,1.230769231
kstatvar_1,1.230769231
ffti_kstatvar_1,1.076923077
mean,1.076923077
percentile_70,1
ffti_count_above_mean,0.923076923
ffti_std_last_50000,0.923076923
sum,0.923076923
moment_2,0.769230769
abs_percentile_75,0.692307692
ffti_std,0.615384615
fftr_binned_entropy_10,0.615384615
ffti_abs_energy,0.538461538
percentile_40,0.461538462
percentile_30,0.307692308
percentile_60,0.307692308
med,0.230769231
percentile_25,0.230769231
abs_percentile_30,0.153846154
abs_percentile_25,0.076923077
percentile_50,0.076923077
abs_percentile_1,0
abs_percentile_10,0
abs_percentile_20,0
abs_percentile_40,0
abs_percentile_5,0
binned_entropy_1,0
count_big,0
ffti_av_change_rate_roll_mean_10,0
ffti_av_change_rate_roll_mean_100,0
ffti_av_change_rate_roll_mean_1000,0
ffti_av_change_rate_roll_mean_10000,0
ffti_av_change_rate_roll_mean_50,0
ffti_av_change_rate_roll_mean_500,0
ffti_av_change_rate_roll_std_10,0
ffti_av_change_rate_roll_std_100,0
ffti_av_change_rate_roll_std_1000,0
ffti_av_change_rate_roll_std_10000,0
ffti_av_change_rate_roll_std_50,0
ffti_av_change_rate_roll_std_500,0
ffti_binned_entropy_1,0
ffti_max_to_min,0
ffti_max_to_min_diff,0
ffti_med,0
ffti_moment_1,0
ffti_percentile_50,0
ffti_ratio_unique_values,0
ffti_var_larger_than_std_dev,0
fftr_av_change_rate_roll_mean_10,0
fftr_av_change_rate_roll_mean_100,0
fftr_av_change_rate_roll_mean_1000,0
fftr_av_change_rate_roll_mean_10000,0
fftr_av_change_rate_roll_mean_50,0
fftr_av_change_rate_roll_mean_500,0
fftr_av_change_rate_roll_std_10,0
fftr_av_change_rate_roll_std_100,0
fftr_av_change_rate_roll_std_1000,0
fftr_av_change_rate_roll_std_10000,0
fftr_av_change_rate_roll_std_50,0
fftr_av_change_rate_roll_std_500,0
fftr_binned_entropy_1,0
fftr_binned_entropy_5,0
fftr_first_loc_max,0
fftr_last_loc_max,0
fftr_moment_1,0
fftr_ratio_unique_values,0
fftr_var_larger_than_std_dev,0
moment_1,0
range_-2000_-1000,0
range_-3000_-2000,0
range_-4000_-3000,0
range_1000_2000,0
range_2000_3000,0
range_3000_4000,0
range_minf_m4000,0
range_p4000_pinf,0
